Title,Author,Year Published,Publisher,Date Read,Genre,"Format (Physical, etc)","Source (Owned, Loaned, etc)",Rating,Translated?,Highlights,Lowlights,Final Take,Who should read this book?,Link
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
,,,,,,,,,FALSE,,,,,
